epoch,loss,recon_loss,kl_loss,time
41,0.11369406452178955,0.1099231625175476,3.770901763305664,2.1932780742645264
42,0.11401916854858399,0.11025257135391235,3.7665969384765625,2.208986520767212
43,0.11353643178939819,0.10977575857162476,3.7606731231689454,2.273750066757202
44,0.1137056363105774,0.10994936710357665,3.7562691119384763,2.2207629680633545
45,0.11300568639755249,0.10926136875152588,3.7443175311279298,2.2169620990753174
46,0.1134406653213501,0.10969660221099853,3.744062850341797,2.2125444412231445
47,0.11254657751083375,0.10880693584442139,3.7396415954589846,2.2005319595336914
48,0.11258157957077027,0.10884687788009643,3.7347013659667967,2.2400104999542236
49,0.11241627605438233,0.10868679090499878,3.7294849700927735,2.225536346435547
50,0.11181925102233886,0.10809306461334228,3.7261864129638673,2.2586867809295654
51,0.11178185392379761,0.10806116174697876,3.720691893310547,2.3095004558563232
52,0.11201374691009522,0.10829571886062622,3.71802785949707,2.246899127960205
53,0.11167369205474853,0.10796273860931396,3.7109533544921876,2.1978585720062256
54,0.11131235721588134,0.10760620338439941,3.7061535705566406,2.1995656490325928
55,0.11158521629333495,0.10788664035797119,3.6985760174560545,2.287097930908203
56,0.11077376581192017,0.10707598489761352,3.697780770263672,2.2473344802856445
57,0.11078065397262574,0.10708681272506713,3.6938409606933593,2.194636344909668
58,0.11088464797973632,0.10719771612167359,3.686931770629883,2.1891777515411377
59,0.11067024583816529,0.10698682859420776,3.6834170526123047,2.2038145065307617
60,0.11043482393264771,0.10675617776870727,3.6786458459472655,2.1792423725128174
61,0.11036800157546997,0.1066934941291809,3.674507331542969,2.2716054916381836
62,0.11026881727218628,0.10660081001281738,3.668007028198242,2.2449371814727783
63,0.10999135536193848,0.10632326662063599,3.6680883471679686,2.2166759967803955
64,0.11030644075393677,0.10663723655700684,3.669204034423828,2.239442825317383
65,0.10991933847427368,0.10625860471725464,3.6607335626220703,2.2923076152801514
66,0.10982889089584351,0.10616688064575196,3.662010171508789,2.229557752609253
67,0.10958214296340943,0.10592406269073486,3.6580800372314455,2.2176406383514404
68,0.10930177093505859,0.10565203115463256,3.649739534301758,2.202711343765259
69,0.10916605125427246,0.1055188175201416,3.647233609008789,2.2269906997680664
70,0.10944641841888428,0.10579832618713379,3.648092049560547,2.2093935012817383
71,0.10902268323898315,0.10537918567657471,3.643497405395508,2.1540796756744385
72,0.10901569557189941,0.10537394527435302,3.6417501617431642,2.224144458770752
73,0.10899951084136963,0.10535801561355591,3.641494962768555,2.2062323093414307
74,0.10894423433303833,0.10530862094879151,3.635613145751953,2.2866079807281494
75,0.10886525901794433,0.10523040695190429,3.634851832885742,2.226356029510498
76,0.10862706369400024,0.10499338569641113,3.63367782409668,2.2163593769073486
77,0.10855257162094116,0.10492437534332276,3.6281961822509765,2.206249237060547
78,0.1082598017501831,0.10463503955841065,3.6247620349121092,2.2021987438201904
79,0.10822083669662476,0.10459901176452636,3.6218247076416015,2.2016215324401855
80,0.1081672176361084,0.10454814958572388,3.619067786254883,2.1976840496063232
81,0.1081080728149414,0.10449359239578247,3.6144803759765627,2.1696598529815674
82,0.10791590133666992,0.1042995170211792,3.6163842150878907,2.231307029724121
83,0.10752427925109863,0.10391060762405395,3.613671585083008,2.218380928039551
84,0.1078183331489563,0.1042067686843872,3.611564203491211,2.2093331813812256
85,0.10827941947937011,0.1046707056427002,3.6087137786865235,2.1905014514923096
86,0.10772023231506347,0.10411128049850464,3.608951512451172,2.2178118228912354
87,0.10723736938476562,0.10363559698104859,3.6017722283935547,2.207711696624756
88,0.10736160669326782,0.1037568404006958,3.604766137084961,2.183469772338867
89,0.10744526901245118,0.10384569375991821,3.5995752020263674,2.1898224353790283
90,0.10770966651916504,0.10411045293807983,3.599213377685547,2.2322072982788086
91,0.10713747205734253,0.10353977264404297,3.5976992999267576,2.2199816703796387
92,0.10731375942230224,0.10371886907577514,3.594890151977539,2.2193071842193604
93,0.10707060199737549,0.10347524785995484,3.5953538806152343,2.2079460620880127
94,0.10689399059295654,0.1033017378616333,3.592252682495117,2.2176899909973145
95,0.10696106410980225,0.10336824975967407,3.5928139807128905,2.1833865642547607
96,0.10675816530227661,0.10316561414718628,3.592551051635742,2.262892484664917
97,0.10666691791534424,0.10307662738800048,3.5902905029296877,2.256716251373291
98,0.10658586688995361,0.10299633600234985,3.589530837402344,2.2268569469451904
99,0.10643972181320191,0.1028529609298706,3.5867607720947268,2.2261621952056885
100,0.10657662708282471,0.10299305759429932,3.583569495849609,2.1894595623016357
101,0.10650172792434692,0.10291662319183349,3.585104781494141,2.2189133167266846
102,0.10664463502883911,0.10306101041793823,3.5836244665527346,2.245704174041748
103,0.10649927856445313,0.1029161468887329,3.5831315832519532,2.192363739013672
104,0.10621237815856933,0.10263170070648193,3.5806769873046873,2.2044806480407715
105,0.10622891334533692,0.10264637832641602,3.582534815673828,2.1939473152160645
106,0.1060357933807373,0.10245857591629029,3.5772172607421875,2.249082326889038
107,0.1057620959663391,0.10218653959274292,3.575556184692383,2.2265963554382324
108,0.10590907648086548,0.10233524271011353,3.573833664550781,2.2171685695648193
109,0.10597158977508545,0.10239782819747925,3.5737613702392577,2.2088119983673096
110,0.10579366159439087,0.10222265811920166,3.5710035363769532,2.2038025856018066
111,0.10595087419509888,0.1023787516784668,3.5721224304199217,2.222391366958618
112,0.1058948147392273,0.1023231678199768,3.5716467279052733,2.204395294189453
113,0.1054347975730896,0.10186478519439697,3.5700122283935545,2.1885058879852295
114,0.10555432075500489,0.10198402423858642,3.5702963439941406,2.233724355697632
115,0.10585206211090088,0.10228696195602417,3.56509996887207,2.1703784465789795
116,0.10517568145751953,0.10160709833145141,3.5685830480957033,2.2154364585876465
117,0.10533939014434815,0.10177253843307495,3.5668514392089845,2.1700079441070557
118,0.10506951236724854,0.10150530681610108,3.564205426025391,2.2055583000183105
119,0.1054146084022522,0.10185037111282348,3.5642372686767576,2.2561328411102295
120,0.10531973913192749,0.10175902904510498,3.5607098870849607,2.2078490257263184
121,0.10512525527954102,0.10156208541870117,3.5631699291992187,2.2192509174346924
122,0.10476438516616822,0.10120197649002075,3.5624085076904297,2.2175745964050293
123,0.10497608545303344,0.10141709041595459,3.5589947967529296,2.217958688735962
124,0.10478583736419678,0.10122769269943237,3.558144365234375,2.195547342300415
125,0.10493192064285278,0.10137556955337525,3.5563509423828124,2.185908555984497
126,0.10462455610275269,0.10106651485443115,3.5580411517333985,2.253661870956421
127,0.10466756660461425,0.10111001167297363,3.5575546673583984,2.171109199523926
128,0.10482491519927979,0.10126737882614135,3.557536223144531,2.2546448707580566
129,0.1044563356590271,0.10090013124465942,3.556204197387695,2.237361192703247
130,0.1046720185470581,0.10111627397537232,3.5557443572998046,2.250969886779785
131,0.10437437784194946,0.1008226572418213,3.551720455932617,2.220975637435913
132,0.10427431818008423,0.10072228857040405,3.5520292498779296,2.193645715713501
133,0.10406509014129639,0.10051396039962769,3.5511295056152345,2.2045507431030273
134,0.10456982582092285,0.10101863119125366,3.5511942913818357,2.190457582473755
135,0.10421372863769532,0.10066263547897339,3.5510930267333984,2.1798715591430664
136,0.1044119320678711,0.10086436891555786,3.547562850341797,2.2393648624420166
137,0.10415731735229493,0.10060768295288086,3.5496340673828124,2.223625659942627
138,0.10431934785842896,0.10077187509536743,3.5474725988769533,2.197059154510498
139,0.10397549016952515,0.10042688173294068,3.548608392333984,2.1761269569396973
140,0.10401509515762329,0.10046924133300782,3.5458536688232423,2.2316744327545166
141,0.10427488004684449,0.1007287585067749,3.5461213732910157,2.171826124191284
142,0.10393117748260498,0.10038596597671509,3.545211475830078,2.177700996398926
143,0.10401997379302978,0.10047568405151368,3.544289666748047,2.1983914375305176
144,0.10369161443710327,0.10014587898254394,3.545735262451172,2.1988637447357178
145,0.10385251821517945,0.10031132963180542,3.5411884912109377,2.173110246658325
146,0.1040301063156128,0.10048727411270142,3.5428322161865236,2.1696505546569824
147,0.1034552254295349,0.09991171323776245,3.543511923828125,2.1850085258483887
148,0.10362578935623169,0.10008444076538085,3.5413485565185545,2.24163818359375
149,0.103771662940979,0.10023026821136474,3.5413944610595705,2.2004358768463135
150,0.10347234743118286,0.09992979862213135,3.5425486364746095,2.23355770111084
151,0.10358970153808594,0.1000511581993103,3.538543201904297,2.166316509246826
152,0.10358007982254028,0.10004004106521606,3.5400387188720703,2.2045106887817383
153,0.10342474800109863,0.09988442295074462,3.540324884033203,2.2004692554473877
154,0.1035267509841919,0.09998970043182373,3.537050313720703,2.2166905403137207
155,0.10348505170822143,0.09994770086288453,3.537350748901367,2.223120927810669
156,0.1033158222579956,0.09977790925979614,3.5379127740478515,2.2071845531463623
157,0.10321128461837768,0.09967402109146119,3.5372631372070313,2.244770050048828
158,0.10336864643096924,0.09983179100036621,3.536855155029297,2.264328956604004
159,0.10299623125076295,0.09946064449310303,3.535586361694336,2.2409849166870117
160,0.10314958591461182,0.09961583419799805,3.5337516302490233,2.197633743286133
161,0.10309753078460693,0.09956334369659424,3.534186856689453,2.194263219833374
162,0.10299407106399536,0.09945824958801269,3.5358212774658204,2.246748924255371
163,0.10342743148803711,0.09989400588989258,3.533425375366211,2.2089037895202637
164,0.10296311185836791,0.0994286047744751,3.534506680908203,2.1747477054595947
165,0.10282845348358154,0.09929450454711915,3.5339486029052734,2.154055118560791
166,0.10283642770767212,0.09930438428878784,3.5320432727050783,2.1654281616210938
167,0.10273278661727905,0.09920202955245971,3.5307569494628908,2.1991865634918213
168,0.1029397158241272,0.09940607677459717,3.533638780517578,2.2371861934661865
169,0.10276008811950683,0.09922763019561767,3.5324576947021487,2.2425856590270996
170,0.10283017807006836,0.09929721458435059,3.5329631939697266,2.225458860397339
171,0.10262396871566773,0.09909311792373657,3.5308507122802735,2.2606396675109863
172,0.10259486322402954,0.09906278717041016,3.5320758239746093,2.236379384994507
173,0.10267103721618652,0.09914069250106812,3.530344384765625,2.2080190181732178
174,0.10280153490066528,0.0992697229194641,3.5318118841552733,2.1988792419433594
175,0.10263434402465821,0.09910523391723633,3.529109899291992,2.2286875247955322
176,0.10254694213867188,0.0990195053100586,3.5274365966796877,2.233006715774536
177,0.10246540412902833,0.0989346639251709,3.530740009765625,2.1822409629821777
178,0.10251600914001464,0.09898587505340577,3.5301340057373047,2.2151169776916504
179,0.10251468746185302,0.09898590316772461,3.52878408203125,2.2044012546539307
180,0.10227225332260131,0.09874408735275268,3.5281655908203127,2.215019941329956
181,0.10243740705490112,0.09891050064086913,3.5269063580322264,2.2368361949920654
182,0.10227392848968506,0.0987444938659668,3.5294343823242187,2.1772561073303223
183,0.10266452968597412,0.09913659061431884,3.5279388287353517,2.239194393157959
184,0.10230029588699341,0.09876916599273682,3.5311298114013674,2.2301814556121826
185,0.10196681802749634,0.09844208101272583,3.5247368286132814,2.2341058254241943
186,0.10229912677764892,0.0987731960105896,3.525930669555664,2.21913480758667
187,0.10227403381347656,0.09875022415161133,3.5238095239257814,2.208662748336792
188,0.10221991996765137,0.09869274961471558,3.5271701568603517,2.1925277709960938
189,0.10206048398971558,0.09853321098327637,3.527272697143555,2.20478892326355
190,0.10214146839141845,0.09861708450317383,3.5243837048339843,2.213564872741699
191,0.10217013076782226,0.09864157535552978,3.5285551959228516,2.2277629375457764
192,0.10212764081954956,0.09860155996322632,3.52608092590332,2.205988645553589
193,0.10202787721633912,0.09850252382278442,3.5253532647705077,2.2417032718658447
194,0.10206282049179077,0.09853936059951782,3.5234598504638672,2.182020425796509
195,0.10181045757293701,0.09828335399627686,3.5271032489013674,2.2003514766693115
196,0.1020071739768982,0.09848312398910522,3.524049801635742,2.2508907318115234
197,0.10187143196105956,0.0983485863494873,3.522845363769531,2.1852171421051025
198,0.10216932470321655,0.09864915355682373,3.520171149291992,2.2790439128875732
199,0.10165502115249633,0.09813293972015381,3.5220812280273437,2.2675564289093018
200,0.10179942377090453,0.0982775786781311,3.5218450183105467,2.232727289199829
